date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:42:33	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22659d3f3a-2876e%22	https://new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfont.eot?	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfontd41d.eot	(from https://new.axilthemes.com/demo/template/tropica/css/font-awesome.min.css)
22:42:33	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%22659d3f3a-17ee8%22	https://new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfont.woff?v=4.7.0	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfont3e6e.woff	(from https://new.axilthemes.com/demo/template/tropica/css/font-awesome.min.css)
22:42:33	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22659d3f3a-286ac%22	https://new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfont3e6e.ttf	(from https://new.axilthemes.com/demo/template/tropica/css/font-awesome.min.css)
22:42:34	98184/98184	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22659d3f3a-17f88%22	https://new.axilthemes.com/demo/template/tropica/fonts/tropica-caviar-icons.eot?6hjthj	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/fonts/tropica-caviar-icons2813.eot	(from https://new.axilthemes.com/demo/template/tropica/css/tropica-caviar-icons.css)
22:42:34	97968/97968	---M--	200	added ('OK')	application/octet-stream	etag:%22659d3f3a-17eb0%22	https://new.axilthemes.com/demo/template/tropica/fonts/tropica-caviar-icons.ttf?6hjthj	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/fonts/tropica-caviar-icons2813.ttf	(from https://new.axilthemes.com/demo/template/tropica/css/tropica-caviar-icons.css)
22:42:34	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%22659d3f3a-6c7db%22	https://new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfont.svg?v=4.7.0	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/fonts/fontawesome-webfont3e6e.svg	(from https://new.axilthemes.com/demo/template/tropica/css/font-awesome.min.css)
22:42:36	98044/98044	---M--	200	added ('OK')	application/font-woff	etag:%22659d3f3a-17efc%22	https://new.axilthemes.com/demo/template/tropica/fonts/tropica-caviar-icons.woff?6hjthj	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/fonts/tropica-caviar-icons2813.woff	(from https://new.axilthemes.com/demo/template/tropica/css/tropica-caviar-icons.css)
22:42:36	331/331	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-14b%22	https://new.axilthemes.com/demo/template/tropica/images/arrow-left.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/arrow-left.png	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:36	333/333	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-14d%22	https://new.axilthemes.com/demo/template/tropica/images/arrow-right.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/arrow-right.png	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:36	346509/346509	---M--	200	added ('OK')	image/svg+xml	etag:%22659d3f3a-5498d%22	https://new.axilthemes.com/demo/template/tropica/fonts/tropica-caviar-icons.svg?6hjthj	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/fonts/tropica-caviar-icons2813.svg	(from https://new.axilthemes.com/demo/template/tropica/css/tropica-caviar-icons.css)
22:42:37	89336/89336	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-15cf8%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/seo.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/seo.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:37	205522/205522	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-322d2%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/case-study.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/case-study.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:37	104433/104433	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-197f1%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/ppc.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/ppc.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:37	149489/149489	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-247f1%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/email-marketing.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/email-marketing.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:38	148419/148419	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-243c3%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/reporting.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/reporting.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:38	159291/159291	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-26e3b%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/smm.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/smm.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:38	131911/131911	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-20347%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/pricing.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/pricing.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:38	136914/136914	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-216d2%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/about-us.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/about-us.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:39	114218/114218	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-1be2a%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/awards-banner.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/awards-banner.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:39	186839/186839	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-2d9d7%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/client-reviews.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/client-reviews.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:39	104600/104600	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-19898%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/why-us.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/why-us.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:40	110041/110041	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-1add9%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/contact-us.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/contact-us.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:40	105634/105634	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-19ca2%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/web-development.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/web-development.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:40	141914/141914	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-22a5a%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/our-work.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/our-work.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:40	139900/139900	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-2227c%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/career-banner.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/career-banner.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:40	196242/196242	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-2fe92%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/team.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/team.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:41	460309/460309	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-70615%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/banner-slide-1.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/banner-slide-1.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:41	441006/441006	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-6baae%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/banner-with-form.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/banner-with-form.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:41	297426/297426	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-489d2%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/banner-slide-2.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/banner-slide-2.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:41	516727/516727	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-7e277%22	https://new.axilthemes.com/demo/template/tropica/images/inner-banner/measure-performance-banner.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/inner-banner/measure-performance-banner.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:41	56682/56682	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-dd6a%22	https://new.axilthemes.com/demo/template/tropica/images/404-banner.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/404-banner.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:42	13551/13551	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-34ef%22	https://new.axilthemes.com/demo/template/tropica/images/service-hover-bg/1.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/service-hover-bg/1.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:42	114875/114875	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-1c0bb%22	https://new.axilthemes.com/demo/template/tropica/images/components-of-seo.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/components-of-seo.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:42	196826/196826	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-300da%22	https://new.axilthemes.com/demo/template/tropica/images/smm-strategy.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/smm-strategy.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:42	12220/12220	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-2fbc%22	https://new.axilthemes.com/demo/template/tropica/images/service-hover-bg/2.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/service-hover-bg/2.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:43	10754/10754	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-2a02%22	https://new.axilthemes.com/demo/template/tropica/images/service-hover-bg/3.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/service-hover-bg/3.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:43	14546/14546	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-38d2%22	https://new.axilthemes.com/demo/template/tropica/images/service-hover-bg/4.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/service-hover-bg/4.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:43	13359/13359	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-342f%22	https://new.axilthemes.com/demo/template/tropica/images/service-hover-bg/5.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/service-hover-bg/5.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:43	11444/11444	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-2cb4%22	https://new.axilthemes.com/demo/template/tropica/images/service-hover-bg/6.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/service-hover-bg/6.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:44	3881/3881	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-f29%22	https://new.axilthemes.com/demo/template/tropica/images/reviewers/quotation.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/reviewers/quotation.png	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:44	158677/158677	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-26bd5%22	https://new.axilthemes.com/demo/template/tropica/images/featured-projects/1.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured-projects/1.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:45	130198/130198	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-1fc96%22	https://new.axilthemes.com/demo/template/tropica/images/featured-projects/3.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured-projects/3.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:45	146311/146311	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-23b87%22	https://new.axilthemes.com/demo/template/tropica/images/featured-projects/2.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured-projects/2.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:45	83763/83763	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-14733%22	https://new.axilthemes.com/demo/template/tropica/images/featured-projects/5.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured-projects/5.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:46	130993/130993	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-1ffb1%22	https://new.axilthemes.com/demo/template/tropica/images/featured-projects/4.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured-projects/4.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:46	99784/99784	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-185c8%22	https://new.axilthemes.com/demo/template/tropica/images/featured-projects/6.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured-projects/6.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:46	108907/108907	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-1a96b%22	https://new.axilthemes.com/demo/template/tropica/images/featured-projects/7.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured-projects/7.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:46	118255/118255	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-1cdef%22	https://new.axilthemes.com/demo/template/tropica/images/featured-projects/8.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured-projects/8.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:47	144173/144173	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-2332d%22	https://new.axilthemes.com/demo/template/tropica/images/featured-projects/9.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/featured-projects/9.jpg	(from https://new.axilthemes.com/demo/template/tropica/css/main.css)
22:42:47	7916/7916	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-1eec%22	https://new.axilthemes.com/demo/template/tropica/images/banner-browser.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/banner-browser.png	(from https://new.axilthemes.com/demo/template/tropica/banner-with-search.html)
22:42:47	11699/11699	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-2db3%22	https://new.axilthemes.com/demo/template/tropica/images/search-bg.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/search-bg.png	(from https://new.axilthemes.com/demo/template/tropica/banner-with-search.html)
22:42:47	9415/9415	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-24c7%22	https://new.axilthemes.com/demo/template/tropica/images/search-bg-2.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/search-bg-2.png	(from https://new.axilthemes.com/demo/template/tropica/banner-with-search.html)
22:42:48	11430/11430	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-2ca6%22	https://new.axilthemes.com/demo/template/tropica/images/search-bg-3.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/search-bg-3.png	(from https://new.axilthemes.com/demo/template/tropica/banner-with-search.html)
22:42:48	255567/255567	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3e64f%22	https://new.axilthemes.com/demo/template/tropica/images/seo-process/1.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/seo-process/1.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:49	180866/180866	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-2c282%22	https://new.axilthemes.com/demo/template/tropica/images/seo-process/3.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/seo-process/3.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:49	262695/262695	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-40227%22	https://new.axilthemes.com/demo/template/tropica/images/seo-process/2.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/seo-process/2.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:50	205577/205577	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-32309%22	https://new.axilthemes.com/demo/template/tropica/images/seo-process/4.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/seo-process/4.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:50	252166/252166	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3d906%22	https://new.axilthemes.com/demo/template/tropica/images/seo-process/5.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/seo-process/5.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:50	165336/165336	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-285d8%22	https://new.axilthemes.com/demo/template/tropica/images/components-of-seo/1.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/components-of-seo/1.jpg	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:50	178814/178814	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-2ba7e%22	https://new.axilthemes.com/demo/template/tropica/images/components-of-seo/2.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/components-of-seo/2.jpg	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:51	158034/158034	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-26952%22	https://new.axilthemes.com/demo/template/tropica/images/components-of-seo/3.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/components-of-seo/3.jpg	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:51	205182/205182	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-3217e%22	https://new.axilthemes.com/demo/template/tropica/images/components-of-seo/4.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/components-of-seo/4.jpg	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:51	202064/202064	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-31550%22	https://new.axilthemes.com/demo/template/tropica/images/components-of-seo/5.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/components-of-seo/5.jpg	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:51	137074/137074	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-21772%22	https://new.axilthemes.com/demo/template/tropica/images/components-of-seo/6.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/components-of-seo/6.jpg	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:51	249737/249737	---M--	200	added ('OK')	image/jpeg	etag:%22659d3f3a-3cf89%22	https://new.axilthemes.com/demo/template/tropica/images/components-of-seo/7.jpg	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/components-of-seo/7.jpg	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:52	2731/2731	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-aab%22	https://new.axilthemes.com/demo/template/tropica/images/reviewers/sources/1.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/reviewers/sources/1.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:52	12667/12667	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-317b%22	https://new.axilthemes.com/demo/template/tropica/images/reviewers/1.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/reviewers/1.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:52	3249/3249	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-cb1%22	https://new.axilthemes.com/demo/template/tropica/images/reviewers/sources/2.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/reviewers/sources/2.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:52	14816/14816	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-39e0%22	https://new.axilthemes.com/demo/template/tropica/images/reviewers/2.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/reviewers/2.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:53	2731/2731	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-aab%22	https://new.axilthemes.com/demo/template/tropica/images/reviewers/sources/3.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/reviewers/sources/3.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:53	13341/13341	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-341d%22	https://new.axilthemes.com/demo/template/tropica/images/reviewers/3.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/reviewers/3.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:53	3249/3249	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-cb1%22	https://new.axilthemes.com/demo/template/tropica/images/reviewers/sources/4.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/reviewers/sources/4.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:53	15006/15006	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3a9e%22	https://new.axilthemes.com/demo/template/tropica/images/reviewers/4.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/reviewers/4.png	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:54	4655/4655	---M--	200	added ('OK')	application/javascript	etag:%22659d3f3a-122f%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/bootstrap-dynamic-tabs.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/bootstrap-dynamic-tabs.js	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:54	60010/60010	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659d3f3a-ea6a%22	https://new.axilthemes.com/demo/template/tropica/js/vendor/jquery.nicescroll.min.js	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/js/vendor/jquery.nicescroll.min.js	(from https://new.axilthemes.com/demo/template/tropica/search-engine-optimization.html)
22:42:55	255567/255567	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3e64f%22	https://new.axilthemes.com/demo/template/tropica/images/ppc-process/1.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/ppc-process/1.png	(from https://new.axilthemes.com/demo/template/tropica/pay-per-click.html)
22:42:56	198827/198827	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-308ab%22	https://new.axilthemes.com/demo/template/tropica/images/ppc-process/4.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/ppc-process/4.png	(from https://new.axilthemes.com/demo/template/tropica/pay-per-click.html)
22:42:56	260711/260711	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3fa67%22	https://new.axilthemes.com/demo/template/tropica/images/ppc-process/2.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/ppc-process/2.png	(from https://new.axilthemes.com/demo/template/tropica/pay-per-click.html)
22:42:56	223584/223584	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-36960%22	https://new.axilthemes.com/demo/template/tropica/images/ppc-process/3.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/ppc-process/3.png	(from https://new.axilthemes.com/demo/template/tropica/pay-per-click.html)
22:42:57	253383/253383	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3ddc7%22	https://new.axilthemes.com/demo/template/tropica/images/ppc-process/5.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/ppc-process/5.png	(from https://new.axilthemes.com/demo/template/tropica/pay-per-click.html)
22:42:58	243114/243114	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3b5aa%22	https://new.axilthemes.com/demo/template/tropica/images/smm-process/1.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/smm-process/1.png	(from https://new.axilthemes.com/demo/template/tropica/social-media-marketing.html)
22:42:59	261088/261088	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-3fbe0%22	https://new.axilthemes.com/demo/template/tropica/images/smm-process/2.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/smm-process/2.png	(from https://new.axilthemes.com/demo/template/tropica/social-media-marketing.html)
22:42:59	281461/281461	---M--	200	added ('OK')	image/png	etag:%22659d3f3a-44b75%22	https://new.axilthemes.com/demo/template/tropica/images/smm-process/3.png	D:/Software/Clone%20Website/new.axilthemes.com/demo/template/tropica/images/smm-process/3.png	(from https://new.axilthemes.com/demo/template/tropica/social-media-marketing.html)
